id,uri,name,artists,album.name,album.release_date,album.release_date_precision,preview_url,release_year
0qB213IfGN0JXXm9aRjldF,spotify:track:0qB213IfGN0JXXm9aRjldF,Again (with The Mellomen),"['Doris Day', 'The Mellomen']",Golden Girl (The Columbia Recordings 1944-1966),1945,year,https://p.scdn.co/mp3-preview/d9665450993b7b721dd42cb91a372f59be30bdf2?cid=74d3dcba17084a749f20d4d3a2640dec,1945
20G1XJaTwIm2IuwA3Pjg1d,spotify:track:20G1XJaTwIm2IuwA3Pjg1d,If I Give My Heart to You (with The Mellomen),"['Doris Day', 'The Mellomen']",Golden Girl (The Columbia Recordings 1944-1966),1945,year,https://p.scdn.co/mp3-preview/a26b112bfd5e41e88c45dddc2bafaad4697cfbca?cid=74d3dcba17084a749f20d4d3a2640dec,1945
3YU16osxnEi1e0SvXIt0QW,spotify:track:3YU16osxnEi1e0SvXIt0QW,Sentimental Journey (with Les Brown & His Orchestra),"['Doris Day', 'Les Brown & His Orchestra']",Golden Girl (The Columbia Recordings 1944-1966),1945,year,https://p.scdn.co/mp3-preview/168bbc003c6f70d332ebb25a751490f5ca8919f9?cid=74d3dcba17084a749f20d4d3a2640dec,1945
0qPeyVfebszZcHTUc48Lzl,spotify:track:0qPeyVfebszZcHTUc48Lzl,Lullaby of Broadway (with Harry James & His Orchestra),"['Doris Day', 'Harry James']",Golden Girl (The Columbia Recordings 1944-1966),1945,year,https://p.scdn.co/mp3-preview/6fd995ccf2647320d0666660538b2b778fa81d49?cid=74d3dcba17084a749f20d4d3a2640dec,1945
3cjOGPcrFpBseML7Xll49c,spotify:track:3cjOGPcrFpBseML7Xll49c,Move Over Darling,['Doris Day'],Golden Girl (The Columbia Recordings 1944-1966),1945,year,https://p.scdn.co/mp3-preview/a0a426ac5969c76d4f394a3ae5cf95dc67159f59?cid=74d3dcba17084a749f20d4d3a2640dec,1945
1lZSR5NKeNGuCPSTNL7BhW,spotify:track:1lZSR5NKeNGuCPSTNL7BhW,A Guy Is a Guy,['Doris Day'],Golden Girl (The Columbia Recordings 1944-1966),1945,year,https://p.scdn.co/mp3-preview/a72a58276052c497be3a9acf484fb474b947ba43?cid=74d3dcba17084a749f20d4d3a2640dec,1945
5BWhyqnBtuh67TGr9TJpi7,spotify:track:5BWhyqnBtuh67TGr9TJpi7,The Black Hills of Dakota,['Doris Day'],Golden Girl (The Columbia Recordings 1944-1966),1945,year,https://p.scdn.co/mp3-preview/a4ca09bf939d10131b0cd286ac3773ffedb3a9c0?cid=74d3dcba17084a749f20d4d3a2640dec,1945
1dWDmWSC515eD05iNODgIk,spotify:track:1dWDmWSC515eD05iNODgIk,Chal Sanyasi Mandir Mein,"['Lata Mangeshkar', 'Mukesh']",Sanyasi (Original Motion Picture Soundtrack),1945-12-01,day,https://p.scdn.co/mp3-preview/cf0549cbaafca317ae458894907965d4a5d216b8?cid=74d3dcba17084a749f20d4d3a2640dec,1945
6t0syJ2dDNHiGhm7B44Y3n,spotify:track:6t0syJ2dDNHiGhm7B44Y3n,It's A Lovely Day Today,['Doris Day'],Golden Girl (The Columbia Recordings 1944-1966),1945,year,https://p.scdn.co/mp3-preview/7f42afe3f0c2b0309dbc61daf9d37982e67bac20?cid=74d3dcba17084a749f20d4d3a2640dec,1945
0KCac2Oyqfi1kKyhrCJhPl,spotify:track:0KCac2Oyqfi1kKyhrCJhPl,It's Magic,['Doris Day'],Golden Girl (The Columbia Recordings 1944-1966),1945,year,https://p.scdn.co/mp3-preview/db51fab368096f254ab6188808c0dc2dcd805885?cid=74d3dcba17084a749f20d4d3a2640dec,1945
3CZt9u1wYSeZiikPDqJtRi,spotify:track:3CZt9u1wYSeZiikPDqJtRi,I Only Have Eyes for You (with Axel Stordahl & His Orchestra),"['Doris Day', 'Axel Stordahl And His Orchestra']",Golden Girl (The Columbia Recordings 1944-1966),1945,year,https://p.scdn.co/mp3-preview/7fd3c7cc80af636425f2aa70e9c983bbfd85a4b4?cid=74d3dcba17084a749f20d4d3a2640dec,1945
2Uiz5T9TOx1oaDpIHvbs0j,spotify:track:2Uiz5T9TOx1oaDpIHvbs0j,Sun Baal Bramhachari,"['Lata Mangeshkar', 'Mukesh']",Sanyasi (Original Motion Picture Soundtrack),1945-12-01,day,https://p.scdn.co/mp3-preview/ebb6ab3c1a60437e5c2a4c13242520ce006c93a1?cid=74d3dcba17084a749f20d4d3a2640dec,1945
0voo6ZDdfa25QvjHsHiZfT,spotify:track:0voo6ZDdfa25QvjHsHiZfT,"I've Never Been In Love Before - (from the musical ""Guys and Dolls"")",['Doris Day'],Golden Girl (The Columbia Recordings 1944-1966),1945,year,https://p.scdn.co/mp3-preview/c1d6c1c9365a763f6af1d2a3718aee1f0b709f97?cid=74d3dcba17084a749f20d4d3a2640dec,1945
0xzA81ZcLR8Rarij0hulcX,spotify:track:0xzA81ZcLR8Rarij0hulcX,You're Getting to Be a Habit with Me,['Doris Day'],Golden Girl (The Columbia Recordings 1944-1966),1945,year,https://p.scdn.co/mp3-preview/fcef6c46b4feae9a7414ba1649e5408a1881ad97?cid=74d3dcba17084a749f20d4d3a2640dec,1945
1V734pHwTFnOHuIkZtsqT1,spotify:track:1V734pHwTFnOHuIkZtsqT1,The Very Thought of You (with Harry James & His Orchestra),"['Doris Day', 'Harry James']",Golden Girl (The Columbia Recordings 1944-1966),1945,year,https://p.scdn.co/mp3-preview/8d323c787c80bd9a8aac3f8974a0537347bc0346?cid=74d3dcba17084a749f20d4d3a2640dec,1945
19kdzyRmSiBNNZZC5xmVBQ,spotify:track:19kdzyRmSiBNNZZC5xmVBQ,夜上海,['紫薇'],群星會 26 紫薇 (珍藏系列),1945-02-01,day,https://p.scdn.co/mp3-preview/02d6df1b578b7c6dd7a3903f65fd3e167692a61b?cid=74d3dcba17084a749f20d4d3a2640dec,1945
7moSAXQES9qt9KGjRB1xD3,spotify:track:7moSAXQES9qt9KGjRB1xD3,月圓花好,['紫薇'],群星會 27 紫薇 (珍藏系列),1945-02-01,day,https://p.scdn.co/mp3-preview/08f1ee4020843250edbd6e2206e4844ad488367e?cid=74d3dcba17084a749f20d4d3a2640dec,1945
2ixI2AseWQYPt0ShxveH9Q,spotify:track:2ixI2AseWQYPt0ShxveH9Q,My Dreams Are Getting Better All the Time (with Les Brown & His Orchestra),"['Doris Day', 'Les Brown & His Orchestra']",Golden Girl (The Columbia Recordings 1944-1966),1945,year,https://p.scdn.co/mp3-preview/589f271992950de1b273a8da1978a0fcde5e01ce?cid=74d3dcba17084a749f20d4d3a2640dec,1945
1Vh0FehnRmXFEVXmzJzWxq,spotify:track:1Vh0FehnRmXFEVXmzJzWxq,It Had to Be You (with Paul Weston & His Orchestra),"['Doris Day', 'Paul Weston And His Orchestra']",Golden Girl (The Columbia Recordings 1944-1966),1945,year,https://p.scdn.co/mp3-preview/b03c2e97498325c34828cc7b6c431d18a2763107?cid=74d3dcba17084a749f20d4d3a2640dec,1945
2OAdeEDdaN1YUrz9zE1eQX,spotify:track:2OAdeEDdaN1YUrz9zE1eQX,You Won't Be Satisfied Until You Break My Heart (with Les Brown & His Orchestra),"['Doris Day', 'Les Brown & His Orchestra']",Best Of The Big Bands,1945,year,https://p.scdn.co/mp3-preview/8685e4def954a4f6d34ee3e27fec6f6cf275ae55?cid=74d3dcba17084a749f20d4d3a2640dec,1945
5SUe6mUqwXxJAT6AhcMSW7,spotify:track:5SUe6mUqwXxJAT6AhcMSW7,That Old Feeling,['Doris Day'],Golden Girl (The Columbia Recordings 1944-1966),1945,year,https://p.scdn.co/mp3-preview/30b747d11a937bbe90a59c021d9b9d27ce2dafb5?cid=74d3dcba17084a749f20d4d3a2640dec,1945
20NrZf3Ej81jexOUVrzPoV,spotify:track:20NrZf3Ej81jexOUVrzPoV,月兒彎彎照九州,['紫薇'],群星會 26 紫薇 (珍藏系列),1945-02-01,day,https://p.scdn.co/mp3-preview/fa4ab88c350bd06194a019f6d54bb6d107467665?cid=74d3dcba17084a749f20d4d3a2640dec,1945
1clUQ3Aval5JMNnBF1gfJM,spotify:track:1clUQ3Aval5JMNnBF1gfJM,At The Cafe Rendezvous,['Doris Day'],Golden Girl (The Columbia Recordings 1944-1966),1945,year,https://p.scdn.co/mp3-preview/441f16513663874b24b2f284b767dd3d36f0850d?cid=74d3dcba17084a749f20d4d3a2640dec,1945
2fee9RasOPx0bNkUBj8Wqo,spotify:track:2fee9RasOPx0bNkUBj8Wqo,In a Shanty In Old Shanty Town,['Doris Day'],Golden Girl (The Columbia Recordings 1944-1966),1945,year,https://p.scdn.co/mp3-preview/3814c7ac09900945c85fb72a28fd4a9f191fcbfc?cid=74d3dcba17084a749f20d4d3a2640dec,1945
4dDSg9ep0H1IiaRJKcad8h,spotify:track:4dDSg9ep0H1IiaRJKcad8h,Too Marvelous For Words,"['Doris Day', 'Harry James']",Golden Girl (The Columbia Recordings 1944-1966),1945,year,https://p.scdn.co/mp3-preview/7a4787a4cb4a1174876aed890fd479d673db578d?cid=74d3dcba17084a749f20d4d3a2640dec,1945
2G2aX4pnrz3aSirNLBbl5a,spotify:track:2G2aX4pnrz3aSirNLBbl5a,Ain't We Got Fun? (with Paul Weston & His Orchestra & The Norman Luboff Choir),"['Doris Day', 'Paul Weston And His Orchestra', 'The Norman Luboff Choir']",Golden Girl (The Columbia Recordings 1944-1966),1945,year,https://p.scdn.co/mp3-preview/a977bd72568ff1aa3c8870852c04a0dc0010e23b?cid=74d3dcba17084a749f20d4d3a2640dec,1945
6sXOP80ltdmHX7QVb5CyZ6,spotify:track:6sXOP80ltdmHX7QVb5CyZ6,Yeh Hai Geeta Ka Gyan,"['Lata Mangeshkar', 'Mukesh']",Sanyasi (Original Motion Picture Soundtrack),1945-12-01,day,https://p.scdn.co/mp3-preview/4ca99f9845f4b9b79524b324b6edf1bf61f9cceb?cid=74d3dcba17084a749f20d4d3a2640dec,1945
0hhmEJhR0CR5UfjYk4DETm,spotify:track:0hhmEJhR0CR5UfjYk4DETm,Bali Umariya Bhajan Karoon Kaise,"['Lata Mangeshkar', 'Mukesh']",Sanyasi (Original Motion Picture Soundtrack),1945-12-01,day,https://p.scdn.co/mp3-preview/af49c52a9d41ca8cc007218d32d1ef06f3df951f?cid=74d3dcba17084a749f20d4d3a2640dec,1945
6hEQLPD0qqsvB7JYiaLVA6,spotify:track:6hEQLPD0qqsvB7JYiaLVA6,"Baby Doll (with Paul Weston & His Orchestra) - From ""The Belle Of New York""","['Doris Day', 'Paul Weston And His Orchestra']",Golden Girl (The Columbia Recordings 1944-1966),1945,year,https://p.scdn.co/mp3-preview/0008be994d997c65c88f73f7740442d8b578eac8?cid=74d3dcba17084a749f20d4d3a2640dec,1945
38kOgUnzuvYTK6njzUvzkD,spotify:track:38kOgUnzuvYTK6njzUvzkD,(Why Did I Tell You I Was Going To) Shanghai,['Doris Day'],Golden Girl (The Columbia Recordings 1944-1966),1945,year,https://p.scdn.co/mp3-preview/33ba73e967a435b194549591ea97103bd341f83d?cid=74d3dcba17084a749f20d4d3a2640dec,1945
1bb3jxlrcdHf1p8WNG3dbv,spotify:track:1bb3jxlrcdHf1p8WNG3dbv,Pillow Talk,['Doris Day'],Golden Girl (The Columbia Recordings 1944-1966),1945,year,https://p.scdn.co/mp3-preview/7b706efac165f327bf2c6098a25dbaafea52d5ba?cid=74d3dcba17084a749f20d4d3a2640dec,1945
3lZKDVtIIJ7BrzMbIm5Lab,spotify:track:3lZKDVtIIJ7BrzMbIm5Lab,"Whatever Will Be, Will Be (Que Sera, Sera) (with Frank DeVol & His Orchestra) - Single Version","['Doris Day', 'Frank DeVol & His Orchestra']",Golden Girl (The Columbia Recordings 1944-1966),1945,year,https://p.scdn.co/mp3-preview/c97e156ce617d5ca5881118c800c51cf45f4d2f8?cid=74d3dcba17084a749f20d4d3a2640dec,1945
1Rfg8I5sKLcdEMF2FecGDB,spotify:track:1Rfg8I5sKLcdEMF2FecGDB,Sorry,['Doris Day'],Golden Girl (The Columbia Recordings 1944-1966),1945,year,https://p.scdn.co/mp3-preview/b4144f622317c6316f3c340b3f32899c92fc2898?cid=74d3dcba17084a749f20d4d3a2640dec,1945
2jNYPDe6ct9LutjWjMtzMh,spotify:track:2jNYPDe6ct9LutjWjMtzMh,Sugarbush (with Frankie Laine),"['Doris Day', 'Frankie Laine']",Golden Girl (The Columbia Recordings 1944-1966),1945,year,https://p.scdn.co/mp3-preview/a47adb1cc7f081328cc2ae89a017995f6f497af2?cid=74d3dcba17084a749f20d4d3a2640dec,1945
27YKMVCRX8kK5Gj7IDawRn,spotify:track:27YKMVCRX8kK5Gj7IDawRn,Cuttin' Capers (with Frank DeVol & His Orchestra),"['Doris Day', 'Frank DeVol & His Orchestra']",Golden Girl (The Columbia Recordings 1944-1966),1945,year,https://p.scdn.co/mp3-preview/f1ad467e658a2497ad1aaaba6f7b4ef00c0b0382?cid=74d3dcba17084a749f20d4d3a2640dec,1945
79Mxmttl9OeB8Khcvkerbf,spotify:track:79Mxmttl9OeB8Khcvkerbf,Behag Jadi Na Hoi,['Manna Dey'],DUI Purush (Original Motion Picture Soundtrack),1945-12-01,day,https://p.scdn.co/mp3-preview/dc75743e4443783a2682e5b0c9a01bb5bca356ed?cid=74d3dcba17084a749f20d4d3a2640dec,1945
77SwdaaWNT1PCo3oQamgWF,spotify:track:77SwdaaWNT1PCo3oQamgWF,總有一天等到你,['紫薇'],群星會 26 紫薇 (珍藏系列),1945-02-01,day,https://p.scdn.co/mp3-preview/242e185ff2fe89cc28c4dafe3022b4a2b1837477?cid=74d3dcba17084a749f20d4d3a2640dec,1945
3zD0UyGio1KSn0pzGtW93C,spotify:track:3zD0UyGio1KSn0pzGtW93C,我有一段情,['紫薇'],群星會 26 紫薇 (珍藏系列),1945-02-01,day,https://p.scdn.co/mp3-preview/ee12c10e559825534d683a68a5e1cc1d3b0da06f?cid=74d3dcba17084a749f20d4d3a2640dec,1945
1oKQzOwS5PuFAcrXBV3La5,spotify:track:1oKQzOwS5PuFAcrXBV3La5,當我們小的時候,['紫薇'],群星會 27 紫薇 (珍藏系列),1945-02-01,day,https://p.scdn.co/mp3-preview/bbc3ab96af2fe1c6250965b75650f28cbd407e0e?cid=74d3dcba17084a749f20d4d3a2640dec,1945
3ruO0ftIW6dXMe5SAcsUZv,spotify:track:3ruO0ftIW6dXMe5SAcsUZv,魂縈舊夢,['紫薇'],群星會 27 紫薇 (珍藏系列),1945-02-01,day,https://p.scdn.co/mp3-preview/fc2a8cf8980613f20bfdda04b98582a4b3437bdf?cid=74d3dcba17084a749f20d4d3a2640dec,1945
0tw5ZGfg28jsATeEHoVHAe,spotify:track:0tw5ZGfg28jsATeEHoVHAe,憶良人,['紫薇'],群星會 26 紫薇 (珍藏系列),1945-02-01,day,https://p.scdn.co/mp3-preview/4332d96c7abc38bb0ce489430aab97038a51a044?cid=74d3dcba17084a749f20d4d3a2640dec,1945
3E4OzyKr84ve4jHS63aMhQ,spotify:track:3E4OzyKr84ve4jHS63aMhQ,晚霞,['紫薇'],群星會 26 紫薇 (珍藏系列),1945-02-01,day,https://p.scdn.co/mp3-preview/8503132928080ca7b21e7aff78135274a86c3932?cid=74d3dcba17084a749f20d4d3a2640dec,1945
2gN1JHeaXaondQLpGjnZ9C,spotify:track:2gN1JHeaXaondQLpGjnZ9C,母親您在何方,['紫薇'],群星會 26 紫薇 (珍藏系列),1945-02-01,day,https://p.scdn.co/mp3-preview/f021571cfac45b296c68201912450f5193dc43ce?cid=74d3dcba17084a749f20d4d3a2640dec,1945
0w4rmZ3df0lpz8ldgbZv2q,spotify:track:0w4rmZ3df0lpz8ldgbZv2q,夢裡相思,['紫薇'],群星會 26 紫薇 (珍藏系列),1945-02-01,day,https://p.scdn.co/mp3-preview/ed5408de79a408ec952fa0c6dc6bcd6f0cf94188?cid=74d3dcba17084a749f20d4d3a2640dec,1945
7wVIWW98O43yo9PVmaDmSH,spotify:track:7wVIWW98O43yo9PVmaDmSH,秋水伊人,['紫薇'],群星會 27 紫薇 (珍藏系列),1945-02-01,day,https://p.scdn.co/mp3-preview/d44c9ce188b1844455e5a798f98878a676f56afa?cid=74d3dcba17084a749f20d4d3a2640dec,1945
1o0QkKTS25XVMf0RCwfiIv,spotify:track:1o0QkKTS25XVMf0RCwfiIv,天涯歌女,['紫薇'],群星會 26 紫薇 (珍藏系列),1945-02-01,day,https://p.scdn.co/mp3-preview/a55bbda88d0e631c044a2c7e515db6d0ab97453c?cid=74d3dcba17084a749f20d4d3a2640dec,1945
5vDGA6ZKZzqKxaZZw4RJbE,spotify:track:5vDGA6ZKZzqKxaZZw4RJbE,戀痕,['紫薇'],群星會 27 紫薇 (珍藏系列),1945-02-01,day,https://p.scdn.co/mp3-preview/221208a3e1e99518935649cead13b27545bd945b?cid=74d3dcba17084a749f20d4d3a2640dec,1945
4r3hNUsBXqrTQImuKA9pVl,spotify:track:4r3hNUsBXqrTQImuKA9pVl,秋夜,['紫薇'],群星會 27 紫薇 (珍藏系列),1945-02-01,day,https://p.scdn.co/mp3-preview/0e2b4f040d814a531f332fbc3e0321ea75288be5?cid=74d3dcba17084a749f20d4d3a2640dec,1945
7DGtVy8JcA3wvv0ucqkWIX,spotify:track:7DGtVy8JcA3wvv0ucqkWIX,初戀女,['紫薇'],群星會 27 紫薇 (珍藏系列),1945-02-01,day,https://p.scdn.co/mp3-preview/3b60ca6566a56c24c621395078ec1493c6ea24b6?cid=74d3dcba17084a749f20d4d3a2640dec,1945
2j3rzNp0wcDCIB8L6UMOvV,spotify:track:2j3rzNp0wcDCIB8L6UMOvV,何日君再來,['紫薇'],群星會 26 紫薇 (珍藏系列),1945-02-01,day,https://p.scdn.co/mp3-preview/d3ee8e00598436fc95caf6f42466ea560a842af2?cid=74d3dcba17084a749f20d4d3a2640dec,1945
34PjqbLx0KOBGHkBfvOOTi,spotify:track:34PjqbLx0KOBGHkBfvOOTi,恨不相逢未嫁時,['紫薇'],群星會 27 紫薇 (珍藏系列),1945-02-01,day,https://p.scdn.co/mp3-preview/41069c587b0c1eef37caec1240547934c592b84b?cid=74d3dcba17084a749f20d4d3a2640dec,1945
0x1GOhjVFctHDBdQn2rp0L,spotify:track:0x1GOhjVFctHDBdQn2rp0L,願嫁漢家郎,['紫薇'],群星會 26 紫薇 (珍藏系列),1945-02-01,day,https://p.scdn.co/mp3-preview/7ede82cff516c261951dc436fb1850c6f464d5a3?cid=74d3dcba17084a749f20d4d3a2640dec,1945
4vEkv3RGRcxUEnYnYDf6xD,spotify:track:4vEkv3RGRcxUEnYnYDf6xD,回想曲,['紫薇'],群星會 27 紫薇 (珍藏系列),1945-02-01,day,https://p.scdn.co/mp3-preview/08d870e77daaf67533e2944ab029cdae7eff8f0c?cid=74d3dcba17084a749f20d4d3a2640dec,1945
6wmUMjKCNN8C0YFxyR83GL,spotify:track:6wmUMjKCNN8C0YFxyR83GL,我要你忘了我,['紫薇'],群星會 26 紫薇 (珍藏系列),1945-02-01,day,https://p.scdn.co/mp3-preview/0c4ff79c20ae40e7334847469a20839e2c5a53ad?cid=74d3dcba17084a749f20d4d3a2640dec,1945
1OkvSm2qodn3VY9uVMf1X2,spotify:track:1OkvSm2qodn3VY9uVMf1X2,江水向東流,['紫薇'],群星會 26 紫薇 (珍藏系列),1945-02-01,day,https://p.scdn.co/mp3-preview/1e63b4d162542e7ad925f12e7a0b160a2f927bac?cid=74d3dcba17084a749f20d4d3a2640dec,1945
6BGEvLBqFPaQYD4W3lLypJ,spotify:track:6BGEvLBqFPaQYD4W3lLypJ,黃葉舞秋風,['紫薇'],群星會 27 紫薇 (珍藏系列),1945-02-01,day,https://p.scdn.co/mp3-preview/ee6d48ea9e59b9420ce7eea64ba5fd9bfe78e792?cid=74d3dcba17084a749f20d4d3a2640dec,1945
6VSkbOrKnNNEVSSy346DqB,spotify:track:6VSkbOrKnNNEVSSy346DqB,良夜不能留,['紫薇'],群星會 27 紫薇 (珍藏系列),1945-02-01,day,https://p.scdn.co/mp3-preview/4472780207712f5dc4534c90d9fb56882f2e9580?cid=74d3dcba17084a749f20d4d3a2640dec,1945
7EjbSO0k4KaGbvG1GAnZbE,spotify:track:7EjbSO0k4KaGbvG1GAnZbE,梭羅河畔,['紫薇'],群星會 27 紫薇 (珍藏系列),1945-02-01,day,https://p.scdn.co/mp3-preview/c23c6dd35e1f9c093507e0824ba01c40a9dd6201?cid=74d3dcba17084a749f20d4d3a2640dec,1945
3a93fXe458Pd2WtRVVRmQk,spotify:track:3a93fXe458Pd2WtRVVRmQk,小時候,['紫薇'],群星會 27 紫薇 (珍藏系列),1945-02-01,day,https://p.scdn.co/mp3-preview/10b5816ebc39eff335262e5676cddc903562879d?cid=74d3dcba17084a749f20d4d3a2640dec,1945
6B2hU3Auy4hoEpYSfgUFsD,spotify:track:6B2hU3Auy4hoEpYSfgUFsD,情人的眼淚,['紫薇'],群星會 26 紫薇 (珍藏系列),1945-02-01,day,https://p.scdn.co/mp3-preview/fda13ca852182e63790f0a5020f59ae4fc834b72?cid=74d3dcba17084a749f20d4d3a2640dec,1945
6HcxTSOktmN2GF9TH3hZJ8,spotify:track:6HcxTSOktmN2GF9TH3hZJ8,午夜香吻,['紫薇'],群星會 27 紫薇 (珍藏系列),1945-02-01,day,https://p.scdn.co/mp3-preview/ff4a996fe0573de20844b83b0c7676ffdc556d94?cid=74d3dcba17084a749f20d4d3a2640dec,1945
2QChvL7ekSkDQ8C0CmOgeS,spotify:track:2QChvL7ekSkDQ8C0CmOgeS,今宵多珍重,['紫薇'],群星會 26 紫薇 (珍藏系列),1945-02-01,day,https://p.scdn.co/mp3-preview/1ece4e901e8a8cb5945c53b87933b5f70f0408dd?cid=74d3dcba17084a749f20d4d3a2640dec,1945
1L9qv4W3sNwPtUzxioBCBz,spotify:track:1L9qv4W3sNwPtUzxioBCBz,得不到的愛情,['紫薇'],群星會 27 紫薇 (珍藏系列),1945-02-01,day,https://p.scdn.co/mp3-preview/a75df28797fe23fc3f2f0532e8f31e2d2f7325d9?cid=74d3dcba17084a749f20d4d3a2640dec,1945
3B1EmzaaijVxCyMGqIW1rt,spotify:track:3B1EmzaaijVxCyMGqIW1rt,明月千里寄相思,['紫薇'],群星會 26 紫薇 (珍藏系列),1945-02-01,day,https://p.scdn.co/mp3-preview/93dc37966253cafea0077e370b6ca194ec7695c8?cid=74d3dcba17084a749f20d4d3a2640dec,1945
2yuQaSn1Xpf52k7Nf8RIi8,spotify:track:2yuQaSn1Xpf52k7Nf8RIi8,戀之火,['紫薇'],群星會 27 紫薇 (珍藏系列),1945-02-01,day,https://p.scdn.co/mp3-preview/72de5975e75b027de28027b8ea30b62a870342be?cid=74d3dcba17084a749f20d4d3a2640dec,1945
4bbY5fxRB2TMJahfwFUZcx,spotify:track:4bbY5fxRB2TMJahfwFUZcx,蘭閨夜寂,['紫薇'],群星會 26 紫薇 (珍藏系列),1945-02-01,day,https://p.scdn.co/mp3-preview/caf246d8350d60a60adda3dbc9e1e583d14fefaa?cid=74d3dcba17084a749f20d4d3a2640dec,1945
2UkiUUGCcgnihfOzxa9USy,spotify:track:2UkiUUGCcgnihfOzxa9USy,相思河畔,['紫薇'],群星會 27 紫薇 (珍藏系列),1945-02-01,day,https://p.scdn.co/mp3-preview/19e32905e7acc59a69ba0e7923dff33b4fca0acd?cid=74d3dcba17084a749f20d4d3a2640dec,1945
467TTkCsRtsXfxji7gsH9a,spotify:track:467TTkCsRtsXfxji7gsH9a,春風吻上我的臉,['紫薇'],群星會 26 紫薇 (珍藏系列),1945-02-01,day,https://p.scdn.co/mp3-preview/19c15c8aac2348faf07865f954c2f4f243d65a7a?cid=74d3dcba17084a749f20d4d3a2640dec,1945
46mRvGnQNAIRniX5xCX9Ar,spotify:track:46mRvGnQNAIRniX5xCX9Ar,夢中人,['紫薇'],群星會 26 紫薇 (珍藏系列),1945-02-01,day,https://p.scdn.co/mp3-preview/007a795e724035fbab8202f0b55c14c2bbf61360?cid=74d3dcba17084a749f20d4d3a2640dec,1945
5Dza2wCVuAutsnJGue9VWG,spotify:track:5Dza2wCVuAutsnJGue9VWG,痴痴地等,['紫薇'],群星會 26 紫薇 (珍藏系列),1945-02-01,day,https://p.scdn.co/mp3-preview/efa2c7b67f00e417d3d8daddaf69ce7b3b53e388?cid=74d3dcba17084a749f20d4d3a2640dec,1945
2c1fSPySE2iDMfQfrsjlEQ,spotify:track:2c1fSPySE2iDMfQfrsjlEQ,不了情,['紫薇'],群星會 27 紫薇 (珍藏系列),1945-02-01,day,https://p.scdn.co/mp3-preview/57059db57e948815192f6624edb667e18da2fa4a?cid=74d3dcba17084a749f20d4d3a2640dec,1945
1gjmIiPkmXYGbIJSZqNG4o,spotify:track:1gjmIiPkmXYGbIJSZqNG4o,岷江夜曲,['紫薇'],群星會 27 紫薇 (珍藏系列),1945-02-01,day,https://p.scdn.co/mp3-preview/d08be566aab82a07fb292b4b1523205d1f8106b1?cid=74d3dcba17084a749f20d4d3a2640dec,1945
77qSSLWQJ1sdCpgvJ78TnH,spotify:track:77qSSLWQJ1sdCpgvJ78TnH,家家有本難念的經,['紫薇'],群星會 27 紫薇 (珍藏系列),1945-02-01,day,https://p.scdn.co/mp3-preview/5d2df3138b0b767995dd8d1fc6ee2b80e319df6a?cid=74d3dcba17084a749f20d4d3a2640dec,1945
4KDhW5HOh9NAnss0iaS4Bq,spotify:track:4KDhW5HOh9NAnss0iaS4Bq,Aahen Na Bharin Shikve Na Kiye,"['Noor Jehan', 'Kalyani', 'Zohrabai Ambalawali']",Zeenat (Original Motion Picture Soundtrack),1945-01-01,day,https://p.scdn.co/mp3-preview/6d8ead051177fb8a595741474858a0fabe69ef01?cid=74d3dcba17084a749f20d4d3a2640dec,1945
2x4OsJfQ7jkoXAWOgv4KZC,spotify:track:2x4OsJfQ7jkoXAWOgv4KZC,Aaja Ri Nindiya,['Noor Jehan'],Zeenat (Original Motion Picture Soundtrack),1945-01-01,day,https://p.scdn.co/mp3-preview/89cf225ddbe55ad14136932481148169b7c86d7c?cid=74d3dcba17084a749f20d4d3a2640dec,1945
5hTwdXgW7YiQeHLQ016szD,spotify:track:5hTwdXgW7YiQeHLQ016szD,Diya Jalakar Aap Bujhaya,['Noor Jehan'],Badi Maa (Original Motion Picture Soundtrack),1945-12-31,day,https://p.scdn.co/mp3-preview/f86a4c1a03c0b382899d2717c1673a4f3c977fd3?cid=74d3dcba17084a749f20d4d3a2640dec,1945
2VeZy6E9Gcge2TZNwWJAYT,spotify:track:2VeZy6E9Gcge2TZNwWJAYT,Nacho Sitaro Nacho,['Noor Jehan'],Zeenat (Original Motion Picture Soundtrack),1945-01-01,day,https://p.scdn.co/mp3-preview/a8139180a28e882795ed2adc565a928fa5522a9b?cid=74d3dcba17084a749f20d4d3a2640dec,1945
2Uh4moChYukbnRgTY00WYE,spotify:track:2Uh4moChYukbnRgTY00WYE,Diya Jala Kar,['Noor Jehan'],Badi Maa (Original Motion Picture Soundtrack),1945-12-31,day,https://p.scdn.co/mp3-preview/66a5cb9b5f01046734b703d1c5dd947ca1849caf?cid=74d3dcba17084a749f20d4d3a2640dec,1945
5MV4v4GxT1smXXVeStNOdj,spotify:track:5MV4v4GxT1smXXVeStNOdj,Aandhiyan Gham Ki Yun Chali,['Noor Jehan'],Zeenat (Original Motion Picture Soundtrack),1945-01-01,day,https://p.scdn.co/mp3-preview/de7644ea325e45315ec936622e0e63cee9ce5f3f?cid=74d3dcba17084a749f20d4d3a2640dec,1945
