id,uri,name,artists,album.name,album.release_date,album.release_date_precision,preview_url
7MOlT59lo1qtvJna7eL5sV,spotify:track:7MOlT59lo1qtvJna7eL5sV,If I Had a Needle and Thread - Bonus Track,"['Shirley Bassey', 'Wally Scott and his Orchestra']","Born to Sing the Blues (Original Album Plus Bonus Tracks, 1957)",1957,year,https://p.scdn.co/mp3-preview/3a3f93e08780a1eda78dab60e83835084234b6f8?cid=74d3dcba17084a749f20d4d3a2640dec
5WN3NitvHuU2JxXI1dfCCz,spotify:track:5WN3NitvHuU2JxXI1dfCCz,You Do Something to Me (with Paul Weston & His Music From Hollywood),"['Doris Day', 'Paul Weston And His Orchestra']",Day By Night (with Paul Weston & His Music From Hollywood),1957-11-11,day,https://p.scdn.co/mp3-preview/60352ecb5d3fd414ac60038f07715cdd8546cc64?cid=74d3dcba17084a749f20d4d3a2640dec
6Z19hWp496a19Us6tbVDWB,spotify:track:6Z19hWp496a19Us6tbVDWB,Under a Blanket of Blue (with Paul Weston & His Music From Hollywood),"['Doris Day', 'Paul Weston And His Orchestra']",Day By Night (with Paul Weston & His Music From Hollywood),1957-11-11,day,https://p.scdn.co/mp3-preview/d0072e291db0bae2fa5549668d53ba00388aa985?cid=74d3dcba17084a749f20d4d3a2640dec
2bVZGXNXDlmxpNLy5Slvun,spotify:track:2bVZGXNXDlmxpNLy5Slvun,Wrap Your Troubles In Dreams (And Dream Your Troubles Away) (with Paul Weston & His Music From Hollywood),"['Doris Day', 'Paul Weston And His Orchestra']",Day By Night (with Paul Weston & His Music From Hollywood),1957-11-11,day,https://p.scdn.co/mp3-preview/a53ff53e9a6a9d04b6ec91738ee232b0cafbb22d?cid=74d3dcba17084a749f20d4d3a2640dec
08oCW1ici6uUDqvrkhggg3,spotify:track:08oCW1ici6uUDqvrkhggg3,The Lamp Is Low (with Paul Weston & His Music From Hollywood),"['Doris Day', 'Paul Weston And His Orchestra']",Day By Night (with Paul Weston & His Music From Hollywood),1957-11-11,day,https://p.scdn.co/mp3-preview/49fa8e5277ba3892314ae97c3a429b2f349b52d3?cid=74d3dcba17084a749f20d4d3a2640dec
6G9ZmuNTQ4ALcbiYzXxB7O,spotify:track:6G9ZmuNTQ4ALcbiYzXxB7O,While We're Young,['Johnny Mathis'],Warm,1957-11-11,day,https://p.scdn.co/mp3-preview/b2786c38f58a524ebb3ad6d8553817b3e9ff48e9?cid=74d3dcba17084a749f20d4d3a2640dec
5C37pxucgtaXvcvkJb9pA9,spotify:track:5C37pxucgtaXvcvkJb9pA9,Chundariya Katati Jaye,['Manna Dey'],Mother India (Original Motion Picture Soundtrack),1957-12-31,day,https://p.scdn.co/mp3-preview/619463d395ae3b65a35476fef8517625f95c0b2e?cid=74d3dcba17084a749f20d4d3a2640dec
5pDz8vMTs43cqlgzLisz7K,spotify:track:5pDz8vMTs43cqlgzLisz7K,Darshan Do Ghanshyam,"['Manna Dey', 'Sudha Malhotra', 'Hemant Kumar']",Narsi Bhagat (Original Motion Picture Soundtrack),1957-12-01,day,https://p.scdn.co/mp3-preview/1e2ad1a045fd2dc0eb362fe7739424dbc4140cd0?cid=74d3dcba17084a749f20d4d3a2640dec
41GrR51TniO0qVUGJ9s63o,spotify:track:41GrR51TniO0qVUGJ9s63o,"Baby, Baby, Baby",['Johnny Mathis'],Warm,1957-11-11,day,https://p.scdn.co/mp3-preview/7e73728c1fc8965a2c83b72b51f5fc275fafcf81?cid=74d3dcba17084a749f20d4d3a2640dec
6OpqlUv6RiYAYGWgnLl3Oi,spotify:track:6OpqlUv6RiYAYGWgnLl3Oi,Sur Na Saje,['Manna Dey'],Basant Bahar (Original Motion Picture Soundtrack),1957-01-01,day,https://p.scdn.co/mp3-preview/99d5ce5b0a2245a732e1f4bf2c7d030747a4b3bb?cid=74d3dcba17084a749f20d4d3a2640dec
1MelsO1N0T4Rwikn87zzpt,spotify:track:1MelsO1N0T4Rwikn87zzpt,By Myself,['Johnny Mathis'],Warm,1957-11-11,day,https://p.scdn.co/mp3-preview/e72e3c93747401e0dda8bc5a33259ab4db263a05?cid=74d3dcba17084a749f20d4d3a2640dec
69Q5AU8FQ28xm7o2KjoqTS,spotify:track:69Q5AU8FQ28xm7o2KjoqTS,Then I'll Be Tired of You,['Johnny Mathis'],Warm,1957-11-11,day,https://p.scdn.co/mp3-preview/d853434640b00cc2cb84923a4b8b5a12a3f8f8bf?cid=74d3dcba17084a749f20d4d3a2640dec
7ilH5S7lA3QSBkNFRwRPDb,spotify:track:7ilH5S7lA3QSBkNFRwRPDb,Warm,['Johnny Mathis'],Warm,1957-11-11,day,https://p.scdn.co/mp3-preview/2a8d532ba61f4616b43c3bcd456fdf8cd14ebcf6?cid=74d3dcba17084a749f20d4d3a2640dec
5Aw7tabP6Pa051s1SOyPfk,spotify:track:5Aw7tabP6Pa051s1SOyPfk,I Like Your Kind of Love,['Andy Williams'],Andy Williams (Bonus Track Version),1957-01-01,day,https://p.scdn.co/mp3-preview/d78baf8fadb529def85c5764a9b91c61e44ad782?cid=74d3dcba17084a749f20d4d3a2640dec
34ezozM6e3PpZGLndkFLKO,spotify:track:34ezozM6e3PpZGLndkFLKO,Give Me a Kiss For Tomorrow (with Paul Weston & His Orchestra),"['Frankie Laine', 'Paul Weston And His Orchestra']",Rockin' (with Paul Weston & His Orchestra),1957,year,https://p.scdn.co/mp3-preview/f8c76b8e195549d1ab4b63010dc082526752104c?cid=74d3dcba17084a749f20d4d3a2640dec
2vg2wB0jke1LMK6Q8kmlxS,spotify:track:2vg2wB0jke1LMK6Q8kmlxS,Still,['LaVern Baker'],LaVern Baker,1957,year,https://p.scdn.co/mp3-preview/572e621039d94b73de42ad290ff69a52a9e06b83?cid=74d3dcba17084a749f20d4d3a2640dec
65u3Gvl8FlZw9iCQd1nJdJ,spotify:track:65u3Gvl8FlZw9iCQd1nJdJ,اه من قلبى,['Sabah'],اه من قلبى,1957-01-01,day,https://p.scdn.co/mp3-preview/9fddea493cf4fe90a4fd8fcf5d594583256347e7?cid=74d3dcba17084a749f20d4d3a2640dec
36BNR3AQMaimFPMziyPzNT,spotify:track:36BNR3AQMaimFPMziyPzNT,سماح,['Sabah'],سماح,1957-01-01,day,https://p.scdn.co/mp3-preview/e491f319ed9b09d077db65c5a65a570f37d1236a?cid=74d3dcba17084a749f20d4d3a2640dec
2kgnhStqpdmZBgSHms5t1H,spotify:track:2kgnhStqpdmZBgSHms5t1H,شمس جديد,['Sabah'],شمس جديد,1957-01-01,day,https://p.scdn.co/mp3-preview/774bef0d736b333079d32b91ff0f785f848f55c4?cid=74d3dcba17084a749f20d4d3a2640dec
2Vj6enX9p7SloWQWssMKK7,spotify:track:2Vj6enX9p7SloWQWssMKK7,Mone Amar Phagun Ele,['Nirmala Mishra'],Bengali Non Film Songs,1957-12-31,day,https://p.scdn.co/mp3-preview/84c6f6bcdd7027b84cf969386c1a997716b1ac72?cid=74d3dcba17084a749f20d4d3a2640dec
2G8laGbLGhRxNFqXtZM6P8,spotify:track:2G8laGbLGhRxNFqXtZM6P8,دمه خفيف,['Sabah'],دمه خفيف,1957-01-01,day,https://p.scdn.co/mp3-preview/80cb898ccc0840680ba6fd684f75ced8add9a14d?cid=74d3dcba17084a749f20d4d3a2640dec
4ADBVh1VjEzu6oabUWKjX0,spotify:track:4ADBVh1VjEzu6oabUWKjX0,Ya Helow Malak,['Sabah'],Ya Helow Malak,1957-01-01,day,https://p.scdn.co/mp3-preview/ae9745f960bf11223140ea261865a84946969673?cid=74d3dcba17084a749f20d4d3a2640dec
07QXeCOgWM648rrxK7P7Ai,spotify:track:07QXeCOgWM648rrxK7P7Ai,بعد الفن مافيش,['Sabah'],بعد الفن مافيش,1957-01-01,day,https://p.scdn.co/mp3-preview/70537638673b3b55fc8781dcb6a70cc11c5f41bb?cid=74d3dcba17084a749f20d4d3a2640dec
0B2lSbSgcFLJ5Nt1mgYWj9,spotify:track:0B2lSbSgcFLJ5Nt1mgYWj9,حالات الحب,['Sabah'],حالات الحب,1957-01-01,day,https://p.scdn.co/mp3-preview/34ea797abd74048171c8b720a973c1801fcedfdb?cid=74d3dcba17084a749f20d4d3a2640dec
3yDLRBEzuUzieUdZagozuw,spotify:track:3yDLRBEzuUzieUdZagozuw,Aal Eah Bihab,['Sabah'],Aal Eah Bihab,1957-01-01,day,https://p.scdn.co/mp3-preview/2cd46fbc304dc7a5f113e02cb10696fa793aec30?cid=74d3dcba17084a749f20d4d3a2640dec
4BUNEOdk7M8ra7E38CIeQ1,spotify:track:4BUNEOdk7M8ra7E38CIeQ1,كل العيون حواليك,['Sabah'],كل العيون حواليك,1957-01-01,day,https://p.scdn.co/mp3-preview/ecbc8e2a57764bc66a83de9c089ca75e61495dc4?cid=74d3dcba17084a749f20d4d3a2640dec
4Fud1dYJ1XUl9Z5MkiiyWi,spotify:track:4Fud1dYJ1XUl9Z5MkiiyWi,حبيب القلب فين,['Sabah'],حبيب القلب فين,1957-01-01,day,https://p.scdn.co/mp3-preview/37c442737903a3e1b538b05018f7db44816ad625?cid=74d3dcba17084a749f20d4d3a2640dec
1nPm9jAKvdDrAC7E80XKtt,spotify:track:1nPm9jAKvdDrAC7E80XKtt,حاسدينى على حبك,['Sabah'],حاسدينى على حبك,1957-01-01,day,https://p.scdn.co/mp3-preview/a4ff8ae35de87fc0522a55fc49771d211c3db2c6?cid=74d3dcba17084a749f20d4d3a2640dec
3h4udS0WeWbsur3yfjvnm4,spotify:track:3h4udS0WeWbsur3yfjvnm4,Reet Petite,['Jackie Wilson'],He's So Fine,1958,year,https://p.scdn.co/mp3-preview/5679ac7eb8be3e69f5033e39a4a4c5b44470a4fb?cid=74d3dcba17084a749f20d4d3a2640dec
6m8fzdK14sJldkat1CMUrZ,spotify:track:6m8fzdK14sJldkat1CMUrZ,Come prima,['Tony Dallara'],I grandi successi di Tony Dallara: le più belle canzoni di sempre,1958,year,https://p.scdn.co/mp3-preview/19537abccf9431ac5f380ba355d2ae80ea0e2aae?cid=74d3dcba17084a749f20d4d3a2640dec
40fD7ct05FvQHLdQTgJelG,spotify:track:40fD7ct05FvQHLdQTgJelG,Splish Splash,['Bobby Darin'],Bobby Darin,1958,year,https://p.scdn.co/mp3-preview/3e71bdb292d7112e3a5f4320f39ab79f35f50e58?cid=74d3dcba17084a749f20d4d3a2640dec
0CAzT38ct3vgDW3p6yIzUe,spotify:track:0CAzT38ct3vgDW3p6yIzUe,To Be Loved,['Jackie Wilson'],He's So Fine,1958,year,https://p.scdn.co/mp3-preview/1b97c31aedf347d02a87105f07529ece740e9f27?cid=74d3dcba17084a749f20d4d3a2640dec
6sAcECONsANle5n0rnP2at,spotify:track:6sAcECONsANle5n0rnP2at,Chances Are (with Ray Conniff & His Orchestra),"['Johnny Mathis', 'Ray Conniff']",Johnny's Greatest Hits,1958-03-17,day,https://p.scdn.co/mp3-preview/fc1d5aa74ee375323417e22b29a6250470d525ff?cid=74d3dcba17084a749f20d4d3a2640dec
304h3Qhr8BREIZfWUm3ESv,spotify:track:304h3Qhr8BREIZfWUm3ESv,Down in the Willow Garden,['The Everly Brothers'],Songs Our Daddy Taughts Us,1958-12,month,https://p.scdn.co/mp3-preview/47cae1bd18c4a4da593f45cc25901851a45c5327?cid=74d3dcba17084a749f20d4d3a2640dec
7GfGULTcjWV5Np3xFNZ9hW,spotify:track:7GfGULTcjWV5Np3xFNZ9hW,Easy Living,['Monica Zetterlund'],Swedish Sensation,1958-01-01,day,https://p.scdn.co/mp3-preview/763d04735b529f66015476fba8fe5ff8daff50d4?cid=74d3dcba17084a749f20d4d3a2640dec
3GKsWzsC94CTD6xEtPBESw,spotify:track:3GKsWzsC94CTD6xEtPBESw,Norma,['Tony Dallara'],I grandi successi di Tony Dallara: le più belle canzoni di sempre,1958,year,https://p.scdn.co/mp3-preview/051278bbf63d890dfe1d7383a4870f299a591783?cid=74d3dcba17084a749f20d4d3a2640dec
1BbZJplex0pifLjhuhoaK5,spotify:track:1BbZJplex0pifLjhuhoaK5,Patricia,['Pérez Prado'],Patricia,1958-08-13,day,https://p.scdn.co/mp3-preview/4f0aa045a1e2b0dcb00d3a955848ed755484c0b0?cid=74d3dcba17084a749f20d4d3a2640dec
5OowVvHG3RWYXuZlhtgu5k,spotify:track:5OowVvHG3RWYXuZlhtgu5k,Romantica,['Tony Dallara'],I grandi successi di Tony Dallara: le più belle canzoni di sempre,1958,year,https://p.scdn.co/mp3-preview/46537b6fe06c9f381db4d5e8709dfaa01ee4a58b?cid=74d3dcba17084a749f20d4d3a2640dec
6V7KP8cBGKFMMvsWwNoRyh,spotify:track:6V7KP8cBGKFMMvsWwNoRyh,Fools Fall in Love,['The Drifters'],Rockin' & Driftin',1958,year,https://p.scdn.co/mp3-preview/662e89644a0cc45b1e58900a0743219f26a87671?cid=74d3dcba17084a749f20d4d3a2640dec
5WMt98xu4lnKVp5PgeuecD,spotify:track:5WMt98xu4lnKVp5PgeuecD,Accentuate the Positive,['Perry Como'],Saturday Night with Mr. C.,1958-03-01,day,https://p.scdn.co/mp3-preview/9d2a49d645028997e1fdad5ade51a0bfa3d436e8?cid=74d3dcba17084a749f20d4d3a2640dec
7FQQ0dC11idfayRrRokHfl,spotify:track:7FQQ0dC11idfayRrRokHfl,What'cha Gonna Do (When Your Baby Leaves You),['Chuck Willis'],The King Of The Stroll,1958,year,https://p.scdn.co/mp3-preview/a9410a041e1589a1e9c522660202a5404c01e28b?cid=74d3dcba17084a749f20d4d3a2640dec
049uxirFkHOefJ0yqPW8Kk,spotify:track:049uxirFkHOefJ0yqPW8Kk,I Believe,['Frankie Laine'],Frankie Laine's Greatest Hits,1958,year,https://p.scdn.co/mp3-preview/186a271cc2bf4b0b3abe7f95dbe13b5e2f52ad6e?cid=74d3dcba17084a749f20d4d3a2640dec
3RdXKftnWrtC6YPcidzLaN,spotify:track:3RdXKftnWrtC6YPcidzLaN,O sole mio,['Domenico Modugno'],Le più belle canzoni di Domenico Modugno: 40 Successi,1958,year,https://p.scdn.co/mp3-preview/71e04b8c12f2754a57d4948d4691544fe1aeba2e?cid=74d3dcba17084a749f20d4d3a2640dec
3caZAAxthjUHQlVHmrxkZW,spotify:track:3caZAAxthjUHQlVHmrxkZW,Nel blu dipinto di blu - Volare,['Domenico Modugno'],Le più belle canzoni di Domenico Modugno: 40 Successi,1958,year,https://p.scdn.co/mp3-preview/0f847fdf962e35fb76670551f9c7b920d2226b19?cid=74d3dcba17084a749f20d4d3a2640dec
5dABE6QpLlZjgAiiQqbppw,spotify:track:5dABE6QpLlZjgAiiQqbppw,The First Noel,['Johnny Mathis'],Merry Christmas,1958-10-06,day,https://p.scdn.co/mp3-preview/d35d12bcacdc5f360a208421bc0be0029d475eb9?cid=74d3dcba17084a749f20d4d3a2640dec
5Phq76U5Bo8bjmO4CYNlKs,spotify:track:5Phq76U5Bo8bjmO4CYNlKs,"Kiss Me, Honey Honey, Kiss Me",['Shirley Bassey'],Burn My Candle: The Complete Early Years 1956-58,1958,year,https://p.scdn.co/mp3-preview/9377052673f582f9b5ad1928cf4fda9954b4c995?cid=74d3dcba17084a749f20d4d3a2640dec
2prbZeHCbOLQWHTd5W1ct2,spotify:track:2prbZeHCbOLQWHTd5W1ct2,Ti dirò,['Tony Dallara'],I grandi successi di Tony Dallara: le più belle canzoni di sempre,1958,year,https://p.scdn.co/mp3-preview/f099db6e31732eb35c986b89326e41902208b624?cid=74d3dcba17084a749f20d4d3a2640dec
104Jirwf0YVwleZnT0eOFa,spotify:track:104Jirwf0YVwleZnT0eOFa,It's Too Late,['Chuck Willis'],The King Of The Stroll,1958,year,https://p.scdn.co/mp3-preview/142a13bbd0599c190b45ded7630522654be4afe8?cid=74d3dcba17084a749f20d4d3a2640dec
5pzGLCul83QtjbO45HVhYT,spotify:track:5pzGLCul83QtjbO45HVhYT,"Wonderful, Wonderful",['Johnny Mathis'],Johnny's Greatest Hits,1958-03-17,day,https://p.scdn.co/mp3-preview/62c70c19b88d6d17b7594cab973d958a9e73394f?cid=74d3dcba17084a749f20d4d3a2640dec
5aevDTsCqNLvxBMunqRRMN,spotify:track:5aevDTsCqNLvxBMunqRRMN,The Twelfth Of Never,['Johnny Mathis'],Johnny's Greatest Hits,1958-03-17,day,https://p.scdn.co/mp3-preview/a8325cffa15dbf33228c9a0e7effdb498dd5ab30?cid=74d3dcba17084a749f20d4d3a2640dec
27jaiKKAGY0HXVXkOGnUJW,spotify:track:27jaiKKAGY0HXVXkOGnUJW,Moonlight Gambler,['Frankie Laine'],Frankie Laine's Greatest Hits,1958,year,https://p.scdn.co/mp3-preview/af34dd0ceb0a256cd648eb0c2890449a42ba11ef?cid=74d3dcba17084a749f20d4d3a2640dec
6XAdcAseYtijN0QUnQFsH2,spotify:track:6XAdcAseYtijN0QUnQFsH2,Sleigh Ride,['Johnny Mathis'],Merry Christmas,1958-10-06,day,https://p.scdn.co/mp3-preview/a4fcdaf809372af4347a7b43818fd24a43ee7dff?cid=74d3dcba17084a749f20d4d3a2640dec
6EppgbR6U0tFmBrWXPl1y3,spotify:track:6EppgbR6U0tFmBrWXPl1y3,Bambina innamorata,['Tony Dallara'],I grandi successi di Tony Dallara: le più belle canzoni di sempre,1958,year,https://p.scdn.co/mp3-preview/fa8849b96a9264e26695d7762ca89376db6bcff4?cid=74d3dcba17084a749f20d4d3a2640dec
1yGBGPgpGi5ua0HbHcvesQ,spotify:track:1yGBGPgpGi5ua0HbHcvesQ,High Noon,['Frankie Laine'],Frankie Laine's Greatest Hits,1958,year,https://p.scdn.co/mp3-preview/37f4b1bb1e26737d85562402099c09f81075a3a5?cid=74d3dcba17084a749f20d4d3a2640dec
4lFXv6eBek6kEiGYzh2mH2,spotify:track:4lFXv6eBek6kEiGYzh2mH2,It's Not For Me To Say,['Johnny Mathis'],Johnny's Greatest Hits,1958-03-17,day,https://p.scdn.co/mp3-preview/020bf4081852371ac836e00552b3e7e4df0df415?cid=74d3dcba17084a749f20d4d3a2640dec
1M14lmhlYHIO37cleiXUq8,spotify:track:1M14lmhlYHIO37cleiXUq8,Bambina bambina,['Tony Dallara'],I grandi successi di Tony Dallara: le più belle canzoni di sempre,1958,year,https://p.scdn.co/mp3-preview/9a4957d85376b185aa5cecf978536236dfa22c6d?cid=74d3dcba17084a749f20d4d3a2640dec
5t1cHeyUTAaoxW8V5HtdZd,spotify:track:5t1cHeyUTAaoxW8V5HtdZd,Come Back To Me,['Jackie Wilson'],He's So Fine,1958,year,https://p.scdn.co/mp3-preview/5a149f8c43a2ae727bc584d85bcce6a629ccce6e?cid=74d3dcba17084a749f20d4d3a2640dec
7ru75O77I1gd941nyijdMC,spotify:track:7ru75O77I1gd941nyijdMC,Love Me Cherry,['Chuck Willis'],The King Of The Stroll,1958,year,https://p.scdn.co/mp3-preview/a7756ee82a6b85f0ebdf0e3795a4a5555d6b9896?cid=74d3dcba17084a749f20d4d3a2640dec
7xY21RJqtyT5tCFdfD1cAG,spotify:track:7xY21RJqtyT5tCFdfD1cAG,Come prima,['Domenico Modugno'],Le più belle canzoni di Domenico Modugno: 40 Successi,1958,year,https://p.scdn.co/mp3-preview/daec5a77fa5afe41620ac29c56dd013b6080f181?cid=74d3dcba17084a749f20d4d3a2640dec
20cqpJq6UspwjawaL6o1dF,spotify:track:20cqpJq6UspwjawaL6o1dF,Kisi Ki Muskurahaton Se,['Mukesh'],Anari (Original Motion Picture Soundtrack),1958-02-03,day,https://p.scdn.co/mp3-preview/1e5159c3b81582cc52ae82e349bcd350274ccd50?cid=74d3dcba17084a749f20d4d3a2640dec
3irjN9Cuc6Ixp8LXyEbZVG,spotify:track:3irjN9Cuc6Ixp8LXyEbZVG,Lenas visa,['Olle Adolphson'],Låt oss gå till lyktcaféet,1958-01-01,day,https://p.scdn.co/mp3-preview/59915e158391efbacb608c65782c89618bde0c73?cid=74d3dcba17084a749f20d4d3a2640dec
4iKZ6zEEqvuEr3H92sLgzO,spotify:track:4iKZ6zEEqvuEr3H92sLgzO,Surjyo Dobar Pala Ase Jadi,['Hemant Kumar'],Indrani (Original Motion Picture Soundtrack),1958-12-01,day,https://p.scdn.co/mp3-preview/14a0106b34d5b97a9f9f32495750faf41a157c78?cid=74d3dcba17084a749f20d4d3a2640dec
3hXD5avzo2iTP3szN1O5Bp,spotify:track:3hXD5avzo2iTP3szN1O5Bp,Toote Huye Khwabon Ne,['Mohammed Rafi'],Madhumati (Original Motion Picture Soundtrack),1958-03-14,day,https://p.scdn.co/mp3-preview/a38271a422be1af20c0300c4e8c9b78b32c65cf8?cid=74d3dcba17084a749f20d4d3a2640dec
2x9MEAKtnPYsACL1vMoniU,spotify:track:2x9MEAKtnPYsACL1vMoniU,Etcetera,['Jackie Wilson'],He's So Fine,1958,year,https://p.scdn.co/mp3-preview/41de78626cfdc98a10698bef4a1e5d4289d36da4?cid=74d3dcba17084a749f20d4d3a2640dec
1JtYy7MFUIZM0MREJaZhTP,spotify:track:1JtYy7MFUIZM0MREJaZhTP,Winter Wonderland,['Johnny Mathis'],Merry Christmas,1958-10-06,day,https://p.scdn.co/mp3-preview/5811117f5448e8334f34111154bfc63b32c562da?cid=74d3dcba17084a749f20d4d3a2640dec
5l14JWxDjmyRRLGCHxedna,spotify:track:5l14JWxDjmyRRLGCHxedna,My Crying Eyes,['Chuck Willis'],The King Of The Stroll,1958,year,https://p.scdn.co/mp3-preview/8b7751094cb3a9807b18e003f5331ba373930f44?cid=74d3dcba17084a749f20d4d3a2640dec
01tWXrkziY96Wpw8UcxW2S,spotify:track:01tWXrkziY96Wpw8UcxW2S,Ranskalaiset korot,['Helena Siltala'],Ranskalaiset korot,1958,year,https://p.scdn.co/mp3-preview/83fa015e3ef8a7db45a60e176396591cf7e9897d?cid=74d3dcba17084a749f20d4d3a2640dec
1ixhN5Ny7eU5oYJ8j4yPTu,spotify:track:1ixhN5Ny7eU5oYJ8j4yPTu,Mera Naam Chin Chin Chu,['Geeta Dutt'],Howrah Bridge (Original Motion Picture Soundtrack),1958-12-31,day,https://p.scdn.co/mp3-preview/f29143fa09c3e664d2319bcb145d892336199e57?cid=74d3dcba17084a749f20d4d3a2640dec
5kSzq1oVuATKWjfQbx8BB3,spotify:track:5kSzq1oVuATKWjfQbx8BB3,Hai Apna Dil To Aawara - Happy Version,['Hemant Kumar'],Solva Saal (Original Motion Picture Soundtrack),1958-12-31,day,https://p.scdn.co/mp3-preview/0497a34b12c0b513abf9718f42f8aee8cda2b0f5?cid=74d3dcba17084a749f20d4d3a2640dec
0Q8ZuZnrh6dwCjYY5t4j55,spotify:track:0Q8ZuZnrh6dwCjYY5t4j55,When I Fall In Love,['Perry Como'],Saturday Night with Mr. C.,1958-03-01,day,https://p.scdn.co/mp3-preview/e46ce5347f4d32a16473bd502a099d644e4ed6d2?cid=74d3dcba17084a749f20d4d3a2640dec
3nmyebgJk7fKjbAXdHucbN,spotify:track:3nmyebgJk7fKjbAXdHucbN,Muchhe Jaoa Dinguli,['Hemant Kumar'],Lukochuri (Original Motion Picture Soundtrack),1958-12-31,day,https://p.scdn.co/mp3-preview/d757ddae41361a3a4ccd7d948e91c35c076bf942?cid=74d3dcba17084a749f20d4d3a2640dec
4wx3anSO3E8O7oD4IHKqED,spotify:track:4wx3anSO3E8O7oD4IHKqED,Step By Step,['The Crests'],Greatest Hits,1958-01-01,day,https://p.scdn.co/mp3-preview/6a6e9910f2c9cd3bd17df0870af9648e03df0d27?cid=74d3dcba17084a749f20d4d3a2640dec
7qzNS0uPUDGTpbBLyNKz1K,spotify:track:7qzNS0uPUDGTpbBLyNKz1K,Long Time Gone,['The Everly Brothers'],Songs Our Daddy Taughts Us,1958-12,month,https://p.scdn.co/mp3-preview/06f1fc63b52127543c61a9fec89ae1d710600c4e?cid=74d3dcba17084a749f20d4d3a2640dec
00IqwkT0PZhJ86PJajRCqk,spotify:track:00IqwkT0PZhJ86PJajRCqk,Silver Bells,['Johnny Mathis'],Merry Christmas,1958-10-06,day,https://p.scdn.co/mp3-preview/d6da27380ed2250bb8b2192e9845734cb0759a66?cid=74d3dcba17084a749f20d4d3a2640dec
7cZ4ivkItJ8a9sv7v8vy5P,spotify:track:7cZ4ivkItJ8a9sv7v8vy5P,When Sunny Gets Blue,['Johnny Mathis'],Johnny's Greatest Hits,1958-03-17,day,https://p.scdn.co/mp3-preview/5d23dcdf6d410b3c09cba64eb4ddf58f247567a6?cid=74d3dcba17084a749f20d4d3a2640dec
6CviTvANnfv1UI4BMCclYH,spotify:track:6CviTvANnfv1UI4BMCclYH,Ghiaccio bollente,['Tony Dallara'],I grandi successi di Tony Dallara: le più belle canzoni di sempre,1958,year,https://p.scdn.co/mp3-preview/0b0b7c880c1b0692ca1b260d5a267d6d795b2101?cid=74d3dcba17084a749f20d4d3a2640dec
1Vzg9QZEKfKsHPO5hbBFWh,spotify:track:1Vzg9QZEKfKsHPO5hbBFWh,ماما يا حلوه,['Shadia'],ماما يا حلوه,1958-01-01,day,https://p.scdn.co/mp3-preview/ba80b23e25303d122f5909140450f3907e2289f1?cid=74d3dcba17084a749f20d4d3a2640dec
5HAtBv1cWuoPcyRzVI8oXP,spotify:track:5HAtBv1cWuoPcyRzVI8oXP,Per un bacio d'amor,['Tony Dallara'],I grandi successi di Tony Dallara: le più belle canzoni di sempre,1958,year,https://p.scdn.co/mp3-preview/214954aaaec4a2935813e37d44e566ebdc292292?cid=74d3dcba17084a749f20d4d3a2640dec
7KbPTgauKNQPMl3vVqqC7S,spotify:track:7KbPTgauKNQPMl3vVqqC7S,Adorable,['The Drifters'],Rockin' & Driftin',1958,year,https://p.scdn.co/mp3-preview/a949c786ec87ce3f446cd6a46726eb7f1728f67b?cid=74d3dcba17084a749f20d4d3a2640dec
6SYQwsOxHW5uUYjUpOKtIC,spotify:track:6SYQwsOxHW5uUYjUpOKtIC,Jezebel,['Frankie Laine'],Frankie Laine's Greatest Hits,1958,year,https://p.scdn.co/mp3-preview/0d2cce9c67c5f5e502a880f83308a06c1c99c96f?cid=74d3dcba17084a749f20d4d3a2640dec
7ibNNm4tl9pk3eO5AwsxlQ,spotify:track:7ibNNm4tl9pk3eO5AwsxlQ,Masti Bhara Hai Saman,"['Lata Mangeshkar', 'Manna Dey']",Parvarish (Original Motion Picture Soundtrack),1958-12-01,day,https://p.scdn.co/mp3-preview/2ffcf6b8ec0a7df3e2bbe05e450c9091aee8da9f?cid=74d3dcba17084a749f20d4d3a2640dec
4sVu453FBbcfDb6UtIXuwY,spotify:track:4sVu453FBbcfDb6UtIXuwY,Tera Jana,['Lata Mangeshkar'],Anari (Original Motion Picture Soundtrack),1958-02-03,day,https://p.scdn.co/mp3-preview/e32b55bfc8bc4618cc7fb6c132a4166b379f6726?cid=74d3dcba17084a749f20d4d3a2640dec
5pkhgA5BfqsJXXRvomViEY,spotify:track:5pkhgA5BfqsJXXRvomViEY,Ham The Woh Thi,['Kishore Kumar'],Chalti Ka Naam Gaadi (Original Motion Picture Soundtrack),1958-01-01,day,https://p.scdn.co/mp3-preview/3affc5a7ad7426d1fd5771f4f7d0972046d1f4de?cid=74d3dcba17084a749f20d4d3a2640dec
4TE5Xvg2QwbYl5LqKcy5zJ,spotify:track:4TE5Xvg2QwbYl5LqKcy5zJ,Detroit City,['Bobby Bare'],16 Biggest Hits,1958,year,https://p.scdn.co/mp3-preview/b0d7ba1964cd778c8d6c03c5ac3e6c81a3fbf30e?cid=74d3dcba17084a749f20d4d3a2640dec
